NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Hieracium gronovii,ASTERACEAE,HIGR3,20-Aug-19,CBG-10578,10578,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,,,"39°12' 11.95"" N","89°35' 54.86"" W",39.20331,-89.59857,GPS,WGS84,640,FT,city of Litchfieldnorth barrens woodland,Quercus alba:Quercus velutina:Quercus stellata:Ostrya virginiana:Amelanchier arborea:Cunila origanoides:Gillenia stipulata:Echinacea purpurea:Silphium terebinthinaceum:Solidago ulmifolia:Solidago speciosa:Solidago nemoralis:Viola pedata:Hypoxis hirsuta:Oxalis violacea:Hieracium scabrum,,slope,20,SW,"woodland, barrens",conservation,southern Illinois till plain,Clay,50 plants sampled,110,3,P,,,H. Eilers,2,,,,,,,WEB,3,light gray,10-Apr-20,HIERACIUM,gronovii,2019,
Helenium flexuosum,ASTERACEAE,HEFL,29-Aug-19,CBG-10579,10579,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"Litchfield, Rte. 66 Prairie.","39°13' 53.24"" N","89°38' 26.64"" W",39.23145,-89.64073,GPS,WGS84,658,FT,IDOT,Juncus biflorus:Juncus interior:Juncus effusus:Scirpus pendulus:Scirpus atrovirens:Lythrum alatum:Sorghastrum nutans:Andropogon gerardii:Andropogon virginicus:Schizachyrium scoparium:Hibiscus moscheutos:Amsonia tabernaemontana:Ludwigia palustris:Ratibida pinnata:Bidens frondosa:Tripsacum dactyloides,,depression,,,prairie depression,conservation,southern Illinois till plain,Clay,50 plants sampled,110,3,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3.5,light gray,12-Aug-20,HELENIUM,flexuosum,2019,
Hypericum prolificum,CLUSIACEAE,HYPR,10-Oct-19,CBG-10580,10580,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"Yaeger Lake Trail, before West Park Rd. on S side.","39°11' 10.07"" N","89°36' 42.77"" W",39.18613,-89.61188,GPS,WGS84,672,FT,city of Litchfield,Quercus alba:Quercus velutina:Quercus stellata:Carya sp.:Sassafras albidum:Cornus drummondii:Rhus glabra:Lonicera maackii:Lonicera japonica:Rosa multiflora:Elaeagnus umbellata:Desmodium sp.:Lespedeza violacea:Liatris pycnostachya:Liatris aspera:Polygala:Linum sulcatum:Lechea tenuifolia:Schizachyrium scoparium:Dichanthelium acuminatum var. lindheimeri,brush cutting,slope,22,,woodland,powerline corridor,southern Illinois till plain,Clay,50 plants sampled,60,0.5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3,light gray,12-Aug-20,HYPERICUM,prolificum,2019,
Hieracium scabrum,ASTERACEAE,HISC,10-Sep-19,CBG-10581,10581,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, N barrens.","39°12' 09.93"" N","89°35' 46.87"" W",39.20275,-89.59635,GPS,WGS84,625,FT,city of Licthfield,Quercus alba:Quercus velutina:Quercus stellata:Carya sp.:Amelanchier arborea:Amorpha canescens:Stylosanthes biflora:Comandra umbellata:Symphyotrichum anomalum:Symphyotrichum turbinellum:Symphyotrichum patens:Heliopsis helianthoides:Helianthus divaricatus:Desmodium sp.:Lespedeza violacea:Lespedeza procumbens:Liatris aspera:Carex sp.:Carex sp.:Carex sp.:Frasera caroliniensis,,slope,22,,"woodland, barrens",,southern Illinois till plain,Clay,50 plants sampled,110,5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3,light gray,12-Aug-20,HIERACIUM,scabrum,2019,
Krigia biflora,ASTERACEAE,KRBI,18-Jun-19,CBG-10582,10582,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, N flatwoods.","39°11' 56.36"" N","89°35' 39.689"" W",39.19898,-89.59435,GPS,WGS84,660,FT,city of Litchfield,Quercus palustris:Quercus imbricaria:Quercus marilandica:Quercus stellata:Quercus velutina:Carya sp.:Cornus florida:Amelanchier arborea:Rubus sp.:Rhus copallinum:Cinna arundinacea:Agrostis perennans:Viola sagittata:Hypericum mutilum:Paronychia:Hedeoma pulegioides:Liatris pycnostachya:Asclepias purpurascens:Helianthus mollis:Helianthus divaricatus:Symphyotrichum turbinellum:Symphyotrichum anomalum:Eleocharis tenuis var. verrucosa,,plain,0,,woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,2,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,2.5,light gray,12-Aug-20,KRIGIA,biflora,2019,
Hypericum mutilum,CLUSIACEAE,HYMU,12-Sep-19,CBG-10583,10583,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"IAS Bremer Sanctuary, low area, pond scrape.","39°10' 24.84"" N","89°29' 54.54"" W",39.17356,-89.49848,GPS,WGS84,620,FT,Illinois Audubon Society,Typha latifolia:Spartina pectinata:Carex sp.:Scirpus pendulus:Scirpus cyperinus,,upland plain,0,,former farm fields,conservation,southern Illinois till plain,Clay,50 plants sampled,60,0.25,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,1,brown,12-Aug-20,HYPERICUM,mutilum,2019,
Linum sulcatum,LINACEAE,LISU4,13-Sep-19,CBG-10584,10584,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,South side of Yaeger Lake Trail before W. Park Rd.,"39°11' 11.10"" N","89°36' 41.32"" W",39.18641,-89.61147,GPS,WGS84,655,FT,city of Litchfield,Quercus alba:Quercus velutina:Quercus stellata:Sassafras albidum:Cornus drummondii:Hypericum prolificum:Hypericum sphaerocarpum:Hypericum drummondii:Hypericum gentianoides:Polygala:Juncus dudleyi:Juncus biflorus:Dichanthelium acuminatum var. lindheimeri:Sabatia angularis:Desmodium sp.:Liatris pycnostachya:Liatris aspera:Schizachyrium scoparium:Tridens flavus:Carex sp.,brush cleared,slope,10,W,woodland,poerline corridor,southern Illinois till plain,Clay,50 plants sampled,60,0.25,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,1.25,lilght gray,12-Aug-20,LINUM,sulcatum,2019,
Lespedeza violacea,FABACEAE,LEVI6,21-Sep-19,CBG-10585,10585,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"E Rte. 16, N side before turnoff to Old Lake Litchfield.","39°10' 33.39"" N","89°36' 56.04"" W",39.17594,-89.61556,GPS,WGS84,645,FT,city of Litchfield,Quercus alba:Quercus velutina:Quercus stellata:Sassafras albidum:Hypericum prolificum:Hypericum sphaerocarpum:Polygala:Desmodium sp.:Liatris pycnostachya:Liatris aspera:Schizachyrium scoparium:Tridens flavus:Carex sp.,brush cleared,slope,10,S,woodland,powerline corridor,southern Illinois till plain,Clay,50 plants sampled,60,0.5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3,light gray,12-Aug-20,LESPEDEZA,violacea,2019,
Lobelia spicata,CAMPANULACEAE,LOSP,23-Jun-19,CBG-10587,10587,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,Litchfield Rte. 66 Prairie,"39°13' 54.81"" N","89°38' 27.00"" W",39.23189,-89.64083,GPS,WGS84,656,FT,IDOT,Sorghastrum nutans:Andropogon gerardii:Dichanthelium sp.:Koeleria macrantha:Paspalum setaceum:Eleocharis tenuis var. verrucosa:Scirpus pendulus:Scirpus atrovirens:Liatris aspera:Chamaecrista fasciculata:Asclepias hirtella:Asclepias sullivantii:Euphorbia corollata:Desmodium canadense:Desmodium illinoense:Sabatia angularis:Houstonia longifolia,,plain,0,,wet prairie,conservation,southern Illinois till plain,Clay,50 plants sampled,110,2,P,plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,1.5,light gray,12-Aug-20,LOBELIA,spicata,2019,
Muhlenbergia sobolifera,POACEAE,MUSO,16-Oct-19,CBG-10588,10588,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,,widely scattered,"39°11' 47.41"" N","89°35' 43.77"" W",39.1965,-89.59549,GPS,WGS84,600,FT,city of Litchfield,Quercus alba:Quercus velutina:Acer saccharum:Sassafras albidum:Rhus glabra:Apocynum androsaemifolium:Tradescantia ohiensis:Gillenia stipulata:Brachyelytrum erectum:Bromus pubescens:Trillium recurvatum:Claytonia virginica,,slope,10,,woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,5,P,,,H. Eilers,2,,,,,,,WEB,1.5,light gray,10-Apr-20,MUHLENBERGIA,sobolifera,2019,
Muhlenbergia glabriflora,POACEAE,MUGL,23-Oct-19,CBG-10590,10590,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,SCCA old fields and adjacent woodlands.,"39°11' 13.08"" N","89°35' 41.62"" W",39.18696,-89.59489,GPS,WGS84,655,FT,city of Litchfield,Quercus imbricaria:Quercus marilandica:Quercus palustris:Quercus velutina:Sassafras albidum:Rubus sp.:Rhus glabra:Vitis sp.:Solidago altissima:Euthamia graminifolia:Solidago speciosa:Solidago nemoralis:Helianthus grosseserratus:Helianthus divaricatus:Helianthus mollis:Rudbeckia hirta:Rudbeckia subtomentosa:Andropogon gerardii:Sorghastrum nutans:Bromus pubescens:Carex swanii:Carex rosea:Carex davisii,,plain,0,,"woodland, old field",conservation,southern Illinois till plain,Clay,50 plants sampled,60,3,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,2,light gray,12-Aug-20,MUHLENBERGIA,glabriflora,2019,
Muhlenbergia sylvatica,POACEAE,MUSY,23-Oct-19,CBG-10591,10591,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, N oldfields","39°11' 12.71"" N","89°36' 42.37"" W",39.18686,-89.61176,GPS,WGS84,650,FT,city of Litchfield,,,plain,0,,"woodland, old fields",conservation,southern Illinois till plain,Clay,50 plants sampled,60,2,P,Plant numbers sampled estimated. No associated species given.,,H. Eilers,2,,,,,,,WEB,2,light gray,12-Aug-20,MUHLENBERGIA,sylvatica,2019,
Paspalum setaceum,POACEAE,PASE5,8-Aug-19,CBG-10592,10592,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"Litchfield; roadsidemarginbelow powerline clearing, along Yaeger Lake Trail before turnoff to W Park Rd.","39°11' 11.12"" N","89°36' 37.66"" W",39.18642,-89.61046,GPS,WGS84,640,FT,city of Litchfield,Schedonorus arundinaceus:Monarda bradburiana:Desmodium sp.:Symphyotrichum turbinellum:Symphyotrichum pilosum:Helianthus divaricatus:Elaeagnus umbellata:Pyrus calleryana:Lespedeza cuneata,,ditch,,,roadside ditch,drainage,southern Illinois till plain,Clay,50 plants sampled,60,0.25,P,plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,1,light gray,13-Aug-20,PASPALUM,setaceum,2019,
Muhlenbergia frondosa,POACEAE,MUFR2,10/23/2019,CBG-10593,10593,CBG,,Henry Eilers,USA,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,Shoal Creek Conservation Area,old field and adjacent woods,"39°11'15.99""N","-89°35'42.87""W",39.187775,-89.59524167,GPS,WGS84,655,ft,city of Litchfield,,,,,,,,southern Illinois till plain,Clay,50,60,,P,grass,,,,,,,,,34626,,2,,1/22/2020,MUHLENBERGIA,frondosa,2019,
Pycnanthemum verticillatum var. pilosum,LAMIACEAE,PYVEP,6-Oct-19,CBG-10594,10594,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,Litchfield Rte. 66 Prairie,"39°13' 53.96"" N","89°38' 27.96"" W",39.23165,-89.6411,GPS,WGS84,658,FT,IDOT,Ratibida pinnata:Silphium integrifolium:Schizachyrium scoparium:Andropogon gerardii:Sorghastrum nutans:Solidago canadensis:Gentiana puberulenta:Agalinis tenuifolia:Helianthus mollis:Asclepias verticillata:Asclepias syriaca:Asclepias sullivantii:Agalinis auriculata,,plain,0,,prairie,conservation,southern Illinois till plain,Clay,50 plants sampled,110,2,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3,light gray,13-Aug-20,PYCNANTHEMUM,verticillatum,2019,
Pycnanthemum virginianum,LAMIACEAE,PYVI,2-Oct-19,CBG-10595,10595,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,,"nature trail, #1 loop","39°11' 17.72"" N","89°35' 46.58"" W",39.18825,-89.59627,GPS,WGS84,645,FT,city of Litchfield,Quercus palustris:Quercus alba:Quercus velutina:Sassafras albidum:Rubus sp.:Rhus glabra:Rhus copallina var. latifolia:Asclepias tuberosa:Asclepias purpurascens:Carex sp.:Platanthera lacera:Liparis liliifolia:Solidago speciosa:Solidago ulmifolia:Symphyotrichum turbinellum:Symphyotrichum anomalum,,slope,10,SW,"woodland, old fields",conservation,southern Illinois till plain,Clay,50 plants sampled,60,20,P,,,H. Eilers,2,,,,,,,WEB,4,light gray,10-Apr-20,PYCNANTHEMUM,virginianum,2019,
Rosa setigera,ROSACEAE,ROSE2,28-Sep-19,CBG-10597,10597,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"Litchfield, S of Rte 66 drive-in theater, abandoned fields adjacent to BNSF RR.","39°11' 01.89"" N","89°39' 42.87"" W",39.18385,-89.6619,GPS,WGS84,680,FT,private,Rubus sp.:Catalpa speciosa:Diospyros virginiana:Carex sp.:Schedonorus arundinaceus:Scirpus pendulus:Scirpus atrovirens:Hibiscus moscheutos:Sorghastrum nutans,Flooded,plain,0,,old fields,,southern Illinois till plain,Clay,30 plants sampled,40,2,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,1,,WEB,7,light gray,13-Aug-20,ROSA,setigera,2019,
Scrophularia marilandica,SCROPHULARIACEAE,SCMA2,10-Oct-19,CBG-10598,10598,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, mostly in floodplain forest below dam.","39°11' 02.10"" N","89°36' 16.06"" W",39.18391,-89.60446,GPS,WGS84,570,FT,city of Litchfield,Acer negundo:Acer saccharinum:Quercus imbricaria:Quercus macrocarpa:Quercus rubra:Quercus palustris:Asimina triloba:Cercis canadensis:Silphium perfoliatum:Agastache nepetoides:Phlox paniculata:Polemonium reptans:Dichanthelium boscii:Diarrhena americana:Tradescantia subaspera,,plain,,,forest,conservation,southern Illinois till plain,"Clay, Sand",50 plants sampled,60,20,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,5,light gray,13-Aug-20,SCROPHULARIA,marilandica,2019,
Sabatia angularis,GENTIANACEAE,SAAN,10-Sep-19,CBG-10599,10599,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,Litchfield Rte. 66 Prairie,"39°13' 58.22"" N","89°38' 23.68"" W",39.23283,-89.63991,GPS,WGS84,655,FT,IDOT,Carex sp.:Scirpus pendulus:Scirpus atrovirens:Eleocharis tenuis var. verrucosa:Sporobolus heterolepis:Sporobolus compositus:Andropogon gerardii:Schizachyrium scoparium:Sorghastrum nutans:Dalea candida:Amorpha canescens:Euphorbia corollata:Houstonia longifolia:Lysimachia lanceolata:Silphium laciniatum:Silphium integrifolium:Silphium terebinthinaceum,,plain,0,,prairie,conservation,southern Illinois till plain,Clay,50 plants sampled,110,1,P,Plant numbers sampled estimated.,,H. Eilers,1,,,,,,,WEB,1.5,light gray,13-Aug-20,SABATIA,angularis,2019,
Scutellaria lateriflora,LAMIACEAE,SCLA2,10-Oct-19,CBG-10600,10600,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,IAS Bremer Sanctuary,,,"39°10' 29.05"" N","89°29' 55.64"" W",39.17473,-89.49878,GPS,WGS84,620,FT,Illinois Audubon Society,Typha sp.:Leersia oryzoides:Spartina pectinata:Rubus flagellaris:Schedonorus arundinaceus:Sabatia angularis:Agalinis tenuifolia:Carex sp.:Scirpus pendulus:Scirpus cyperinus,dry pond scrape,plain,,,"old field, upland",conservation,southern Illinois till plain,Clay,30 plants sampled,35,0.25,P,,,H. Eilers,2,,,,,,,WEB,1.5,light gray,10-Apr-20,SCUTELLARIA,lateriflora,2019,
Scutellaria incana,LAMIACEAE,SCIN,6-Sep-19,CBG-10601,10601,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, seep ravine slopes.","39°11' 11.83"" N","89°35' 50.43"" W",39.18661,-89.59734,GPS,WGS84,620,FT,city of Litchfield,Quercus alba:Quercus velutina:Quercus marilandica:Quercus imbricaria:Carya sp.:Cinna arundinacea:Muhlenbergia sp.:Solidago speciosa:Tradescantia virginiana:Hypericum prolificum:Pycnanthemum virginianum:Dichanthelium sp.:Carex sp.:Claytonia virginica:Delphinium tricorne:Sisyrinchium angustifolium:Phlox divaricata,,slope,10,,woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3.5,light gray,13-Aug-20,SCUTELLARIA,incana,2019,
Schizachyrium scoparium,POACEAE,SCSC,10-Oct-19,CBG-10602,10602,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,Litchfield utility right of way at Yaeger Lake Trail before W Park Rd.,"39°11' 10.67"" N","89°36' 41.18"" W",39.18629,-89.61143,GPS,WGS84,660,FT,city of Litchfield,Hieracium longipilum:Polygala:Sabatia angularis:Lechea tenuifolia:Danthonia spicata:Dichanthelium acuminatum var. lindheimeri:Liatris aspera:Liatris pycnostachya:Helianthus divaricatus:Hypericum prolificum:Corylus americana:Quercus alba:Quercus velutina:Quercus stellata:Lobelia inflata:Elaeagnus umbellata var. parvifolia,brush clearing,slope,10,"N, W",woodland,power line right of way,southern Illinois till plain,Clay,50 plants sampled,110,0.5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3.5,light gray,13-Aug-20,SCHIZACHYRIUM,scoparium,2019,
Senna marilandica,FABACEAE,SEMA11,9/30/2019,CBG-10603,10603,CBG,,Henry Eilers,USA,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,Rte.66 Prairie,drainage area,"39°13'56.78""N","-89°38'26.83""W",39.23243889,-89.64078611,GPS,WGS84,655,ft,IDOT,"Calamus sp., Spartina pectinatus, Bulboschoenus fluviatilis, Carex hyalenolepis, Carex trichocarpa, Carex grayii, Carex pellita, Carex spp., Salix interior, Sambucus canadensis, Cephalanthus occidentalis, Eupatorium altissimum, Eupatorium perfoliatum, Helenium autumnale, Apocynum cannabinum",,plain,,,Prairie,conservation,southern Illinois till plain,Clay,50,110,,P,forb,,,,,,,,,34636,,4.5,,1/22/2020,SENNA,marilandica,2019,
Solidago radula,ASTERACEAE,SORA,10-Oct-19,CBG-10604,10604,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, north and central barrens complexes.","39°11' 51.12"" N","89°35' 55.56"" W",39.19753,-89.59876,GPS,WGS84,625,FT,,Quercus alba:Quercus stellata:Quercus rubra:Quercus marilandica:Carya sp.:Cornus florida:Ostrya virginiana:Rhus copallinum:Rhus glabra:Rubus sp.:Lithospermum canescens:Dalea candida:Phlox pilosa:Ceanothus americanus:Coreopsis palmata:Cunila origanoides:Gillenia stipulata:Baptisia alba var. alba:Carex muehlenbergii:Carex meadii:Carex sp.:Schizachyrium scoparium,,slope,22,"S, W","woodlands, barrens",conservation,southern Illinois till plain,Clay,50 plants sampled,110,15,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,2.5,light gray,13-Aug-20,SOLIDAGO,radula,2019,
Solidago nemoralis,ASTERACEAE,SONE,4-Nov-19,CBG-10605,10605,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, ridge S of dam along horse trail.","39°11' 06.35"" N","85°35' 05.62"" W",39.18509,-85.58489,GPS,WGS84,595,FT,city of Litchfield,Quercus stellata:Quercus alba:Quercus velutina:Carya sp.:Rubus sp.:Solidago ulmifolia:Liatris aspera:Helianthus divaricatus:Carex sp.,,plain,0,,woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,5,P,Also collected elsewhere in SCCA. Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3.5,light gray,13-Aug-20,SOLIDAGO,nemoralis,2019,
Solidago ulmifolia,ASTERACEAE,SOUL2,3-Nov-19,CBG-10606,10606,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, first upland ridge below dam.","39°11' 07.29"" N","89°36' 06.13"" W",39.18535,-89.6017,GPS,WGS84,590,FT,city of Litchfield,Quercus alba:Quercus velutina:Quercus stellata:Carya sp.:Rubus sp.:Sassafras albidum:Aesculus glabra:Carex pensylvanica:Carex sp.:Helianthus divaricatus:Heliopsis helianthoides:Solidago nemoralis:Liatris aspera:Elymus virginicus:Bromus pubescens:Schedonorus:Tradescantia ohiensis:Claytonia virginica:Dicentra cucullaria:Hydrophyllum virginianum,,plain,0,,upland woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,2,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,2.5,light gray,13-Aug-20,SOLIDAGO,ulmifolia,2019,
Solidago speciosa,ASTERACEAE,SOSP2,10-Nov-19,CBG-10607,10607,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,north barrens complex,,"39°12' 10.03"" N","89°35' 56.09"" W",39.20278,-89.59891,GPS,WGS84,620,FT,city of Litchfield,Quercus alba:Quercus stellata:Quercus velutina:Carya sp.:Ostrya virginiana:Amelanchier arborea:Echinacea purpurea:Solidago nemoralis:Solidago juncea:Solidago ulmifolia:Carex muehlenbergii:Carex sp.:Danthonia spicata:Cunila origanoides:Hieracium gronovii:Hieracium scabrum:Viola pedata:Desmodium sp.:Coreopsis palmata,,slope,15,SW,"woodland, barrens",conservation,southern Illinois till plain,Clay,50 plants sampled,110,4,P,,,H. Eilers,2,,,,,,,WEB,4,light gray,10-Apr-20,SOLIDAGO,speciosa,2019,
Sporobolus compositus,POACEAE,SPCO16,9-Oct-19,CBG-10609,10609,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,Litchfield Rte 66 Prairie,"39°13' 15.71"" N","89°38' 25.03"" W",39.22103,-89.64028,GPS,WGS84,655,FT,IDOT,Sorghastrum nutans:Andropogon gerardii:Andropogon virginicus:Schizachyrium scoparium:Dichanthelium sp.:Melilotus alba:Desmanthus illinoensis:Sabatia angularis:Houstonia longifolia:Agalinis tenuifolia:Agalinis fasciculata:Baptisia alba:Baptisia alba var. alba:Liatris pycnostachya:Carex sp.:Scirpus pendulus:Scirpus atrovirens:Eleocharis tenuis var. verrucosa:Tripsacum dactyloides,,plain,0,,wet prairie,conservation,southern Illinois till plain,Clay,50 plants sampled,110,5,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,2.5,light gray,13-Aug-20,SPOROBOLUS,compositus,2019,
Symphyotrichum anomalum,COMPOSITAE,SYAN2,24-Oct-19,CBG-10612,10612,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,barrens complexes,,"39°12' 11.11"" N","89°35' 51.38"" W",39.20308,-89.5976,GPS,WGS84,630,FT,city of Litchfield,Quercus marilandica:Quercus alba:Quercus velutina:Quercus muehlenbergii:Quercus stellata:Carya sp.:Amelanchier arborea:Ostrya virginiana:Cercis canadensis:Andropogon scoparius:Koeleria macrantha:Asclepias tuberosa:Asclepias verticillata:Echinacea purpurea:Desmodium sp.:Lespedeza sp.,,slope,23,,"woodland, barrens",,southern Illinois till plain,Clay,50 plants sampled,110,5,P,,,H. Eilers,2,,,,,,,WEB,3,light gray,10-Apr-20,SYMPHYOTRICHUM,anomalum,2019,
Symphyotrichum drummondii,COMPOSITAE,SYDR,3-Nov-19,CBG-10615,10615,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, floodplain forest below dam.","39°11' 02.19"" N","89°36' 13.83"" W",39.18394,-89.60384,GPS,WGS84,570,FT,city of Litchfield,Quercus macrocarpa:Quercus palustris:Quercus imbricaria:Quercus velutina:Quercus rubra:Carya sp.:Acer negundo:Acer saccharinum:Populus x canadensis:Tilia americana:Mertensia virginica:Polemonium reptans:Dichanthelium boscii:Tradescantia subaspera:Rudbeckia triloba:Rudbeckia laciniata:Symphyotrichum lateriflorum,,plain,0,,woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,2,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,4,light gray,13-Aug-20,SYMPHYOTRICHUM,drummondii,2019,
Symphyotrichum urophyllum,COMPOSITAE,SYUR,21-Oct-19,CBG-10616,10616,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,,,"SCCA, both sides of Rocky Hollow inlet. No associated species recorded.","39°12' 06.15"" N","89°35' 48.02"" W",39.2017,-89.59667,GPS,WGS84,615,FT,city of Litchfield,,,slope,25,,upland woodland,conservation,southern Illinois till plain,Clay : sandstone,50 plants sampled,110,1,P,Plant numbers sampled estimated.,,H. Eilers,2,,,,,,,WEB,3,light gray,13-Aug-20,SYMPHYOTRICHUM,urophyllum,2019,
Symphyotrichum turbinellum,COMPOSITAE,SYTU2,23-Oct-19,CBG-10617,10617,CBG,,"Eilers, H.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Montgomery,Shoal Creek Conservation Area,north flatwoods,,"39°11' 57.28"" N","89°35' 42.43"" W",39.19924,-89.59511,GPS,WGS84,660,FT,city of Litchfield,Quercus palustris:Quercus velutina:Quercus marilandica:Quercus stellata:Carya sp.:Rhus copallina var. latifolia:Rubus flagellaris:Rubus pensilvanicus:Cinna arundinacea:Agrostis perennans:Krigia biflora:Liatris pycnostachya:Baptisia alba,,plain,,,upland woodland,conservation,southern Illinois till plain,Clay,50 plants sampled,110,4,P,,,H. Eilers,2,,,,,,,WEB,3,light gray,10-Apr-20,SYMPHYOTRICHUM,turbinellum,2019,
