NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Hydrophyllum virginianum,HYDROPHYLLACEAE,HYVI,24-Jun-19,CBG-10455,10455,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,SW 1/4 section 29 T25-R4W Plum Hill Township 3 miles SW of Plum Hill Road Row in bottomland east of Elkhorn Creek,"38°19' 39.58"" N","89°33' 59.37"" W",38.32766,-89.56649,GPS,WGS84,450,FT,Township Road Row,Laportea canadensis:Rumex altissimus:Sium suave:Lysimachia ciliata:Lysimachia ciliata:Carex lupulina:Carex squarrosa:Carex tribuloides:Ambrosia trifida:Scirpus georgianus,Mowed,Flood plain,,,,Township road row,till plain,Other : silt loam,250 plants sampled,7500,0.2,P,,,M. Kemper,2,,,,,,,WEB,1.5,dark gray,26-Mar-20,HYDROPHYLLUM,virginianum,2019,
Carex annectens,CYPERACEAE,CAAN6,23-Jul-19,CBG-10456,10456,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,,Prairie in front of manor house.,"42°14' 5.136"" N","87°54' 56.951`"" W",42.23476,.,GPS,WGS84,208,M,Bill Kurtis,Liatris spicata:Quercus bicolor:Fraxinus pennsylvanica:Coreopsis tripteris:Phleum pratense:Pycnanthemum virginianum:Oligoneuron rigidum:Symphyotrichum ericoides:Solidago juncea:Fragaria virginiana:Euthamia graminifolia:Juncus dudleyi:Carex blanda:Carex hirsutella:Chrysanthemum leucanthemum:Prunella vulgaris:Symphyotrichum praealtum:Symphyotrichum novae-angliae:Gentiana andrewsii:Rudbeckia hirta:Scirpus pendulus,Burned,plain,,,prairie,private property,,Clay,211 plants sampled,400,10,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,3,dark brown,26-Mar-20,CAREX,annectens,2019,
Carex hirsutella,CYPERACEAE,CAHI6,25-Jul-19,CBG-10457,10457,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,,Prairie in front of manor.,"42°14' 4.74"" N","87°54' 59.1798"" W",42.23465,-87.91643,GPS,WGS84,204,M,Bill Kurtis,Liatris spicata:Prunella vulgaris:Andropogon gerardii:Solidago juncea:Carex blanda:Carex annectens:Oligoneuron rigidum:Rosa setigera:Chrysanthemum leucanthemum:Erigeron strigosus:Rudbeckia hirta:Juncus sp.:Symphyotrichum ericoides,Burned,plain,,,prairie,private property,,Clay,163 plants sampled,300,5,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2,brown,26-Mar-20,CAREX,hirsutella,2019,
Gratiola neglecta,SCROPHULARIACEAE,GRNE,23-Jul-19,CBG-10460,10460,CBG,,"Sollenberger, D., Steffen, J.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Cook,,,Corner of South Ave and Old Green Bay Road.,"42°7' 43.25"" N","87°45' 7.05"" W",42.12868,-87.75195,GPS,WGS84,669,FT,Glencoe Parks,Typha sp.:Epilobium coloratum:Juncus bufonius:Polygonum sp.,Mowed,swale,,,muddy swale,city park,,Clay,68 plants sampled,100,0.25,P,,,J. Steffen,2,,,,,1,,WEB,1,black,26-Mar-20,GRATIOLA,neglecta,2019,
Juncus bufonius,JUNCACEAE,JUBU,29-Jul-19,CBG-10461,10461,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Cook,,,Corner of South Ave and Old Green Bay Road.,"42°7' 43.7514"" N","87°45' 7.128"" W",42.12881,-87.75198,GPS,WGS84,200,M,Glencoe Parks,Epilobium coloratum:Typha sp.:Polygonum sp.:Plantago major:Polygonum pensylvanicum:Carex sp.:Echinochloa crus-galli:Polygonum aviculare:Populus deltoides:Juncus tenuis,Mowed,swale,,,muddy swale,city park,,Silt,175 plants sampled,500,0.25,P,,,J. Steffen,2,,,,,1,,WEB,0.5,dark gray,27-Mar-20,JUNCUS,bufonius,2019,
Scirpus pendulus,CYPERACEAE,SCPE4,1-Aug-19,CBG-10462,10462,CBG,,Sollenberger D.,US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,,Prairie in front of manor house and scattered through grounds.,"42°14' 6.18"" N","87°54' 57.492"" W",42.23505,-87.91597,GPS,WGS84,206,FT,Bill Kurtis,Liatris spicata:Coreopsis tripteris:Pycnanthemum virginianum:Euthamia graminifolia:Symphyotrichum praealtum:Rosa setigera:Symphyotrichum novae-angliae:Vitis riparia:Fraxinus pennsylvanica:Carex annectens:Rhamnus cathartica:Toxicodendron radicans:Solidago altissima:Dichanthelium acuminatum:Fragaria virginiana,Burned,plain,,,Prairie/savanna,private property,,Clay,256 plants sampled,1000,30,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,4,brown,27-Mar-20,SCIRPUS,pendulus,2019,
Carex sparganioides,CYPERACEAE,CASP3,8/1/2019,CBG-10463,10463,CBG,,D. Sollenberger,USA,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,Mettawa Manor,Woods south and est of the coach house/greenhouse,42.23214,-87.91446,42.23214,-87.91446,GPS,WGS84,221,m,Bill Kurtis,"Carya ovata, Toxicodendron radicans, Fraxinus pensylvanicus, Arisaema dracontium, Agrimonia gryposepala, Solidago juncea, Solidago altissima, Poa pratensis, Euthamia graminifolia, Carex stipata, Cinna arundinacea",Burnt,Plain,,,Woodland,Private property,,Clay,10,10,,P,grass,,,,,,,,,34407,,4,,8/1/2019,CAREX,sparganioides,2019,
Carex normalis,CYPERACEAE,CANO,1-Aug-19,CBG-10464,10464,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,,Woods south and east of coach house/greenhouse.,"42°13' 57.504"" N","-87°54' 53.7474"" W",42.23264,-87,GPS,WGS84,218,M,Bill Kurtis,Cinna arundinacea:Symphyotrichum novae-angliae:Solidago altissima:Carya ovata:Quercus rubra:Quercus alba:Quercus bicolor:Polygonum virginianum:Euthamia graminifolia:Prunella vulgaris:Symphyotrichum lateriflorum:Hypericum punctatum,Burned,plain,,,woodland,private property,,Clay,219 plants sampled,500,10,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2.5,brown,27-Mar-20,CAREX,normalis,2019,
Asclepias viridis,ASCLEPIADACEAE,ASVI2,13-May-19,CBG-10466,10466,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"SE 1/4 Section 14, T35-R2W Bolo Twsp, 3 miles east of Posen.","38°15' 47.85"" N","89°16' 40.62"" W",38.26329,-89.27795,GPS,WGS84,509,FT,Barciszecki,Schedonorus arundinaceus:Trifolium pratense:Diodia teres:Daucus carota:Erigeron annuus:Juncus sp.:Vernonia missurica:Rudbeckia hirta:Helenium flexuosum:Heliopsis helianthoides:Monarda fistulosa,Grazed,plain,,,grassland,pasture,"Summits; head, side and backslopes.",Other : silt loam,350 plants sampled,1000,10,P,,,M. Kemper,2,,,,,1,,WEB,1.5,brown,27-Mar-20,ASCLEPIAS,viridis,2019,
Asclepias viridis,ASCLEPIADACEAE,ASVI2,5/13/2019,CBG-10467,10467,CBG,,Martin Kemper,USA,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,NE 1/4 Section 24,"38°15'27.15""N","-89°16'26.73""W",38.25754167,-89.27409167,GPS,WGS84,499,ft,Lamczyk,,Grazed,Till plain,,,Grassland,Pasture,"Summit; head, side and backslopes",Silt loam,50,400,,P,forb,,,,,,,,,34411,,1.5,,8/15/2019,ASCLEPIAS,viridis,2019,
Cirsium altissimum,ASTERACEAE,CIAL2,3-Sep-19,CBG-10471,10471,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,,,SW corner of 21st St. South of the grade school.,"42°27' 37.07"" N","87°56' 16.10"" W",42.46029,-87.9378,GPS,WGS84,712,FT,private property,Hackelia virginiana:Monarda fistulosa:Parthenocissus sp.:Lithospermum latifolium:Juglans nigra:Fraxinus pennsylvanica:Lonicera sp.:Crataegus sp.:Geum laciniatum:Carex sp.:Polygonum virginianum:Hydrophyllum virginianum:Arabis glabra,,plain,,,woodlanmd,private property,,Clay,29 plants sampled,31,0.2,P,,,D. Sollenberger - CBG,2,,,,,,,WEB,5,brown,27-Mar-20,CIRSIUM,altissimum,2019,
Carex muskingumensis,CYPERACEAE,CAMU9,9-Sep-19,CBG-10472,10472,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,Busse Woods,,E drive south of circle turn around at end of drive.,"42°1' 30.504"" N","88°0 11.16"" W",42.02514,-88.0031,GPS,WGS84,223,M,FPDCC,Quercus bicolor:Fraxinus pennsylvanica:Tilia cordata:Tilia americana:Carya ovata:Toxicodendron radicans:Carex lupulina:Boehmeria cylindrica:Circaea lutetiana:Impatiens capensis:Arisaema dracontium,,depression,,,"Ephemeral ponds, flat woods.",forest preserve,glacial moraine,Other : muck,93 plants sampled,400,2,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2,dark brown,27-Mar-20,CAREX,muskingumensis,2019,
Echinacea pallida,ASTERACEAE,ECPA,25-Aug-19,CBG-10473,10473,CBG,,"Masi, S., D'Alessandro, D., Monson, B., Williams, A.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kane,Dixie Briggs Fromm Nature Preserve,,"From Wynnfield Rd., entrance, sampled along Red Trail to Dixie Creek and along Green Trail.","42°8' 48.9474"" N","88°18' 55.656"" W",42.14692,-88.31546,GPS,WGS84,895,FT,Dundee Township,Sorghastrum nutans:Andropogon gerardii:Schizachyrium scoparium:Ratibida pinnata:Monarda fistulosa:Solidago altissima:Monarda fistulosa:Solidago altissima:Oligoneuron rigidum:Bouteloua curtipendula:Eryngium yuccifolium:Eupatorium serotinum:Cornus racemosa:Anemone virginiana:Helianthus grosseserratus,Burned,,,,prairie,Illinois Nature Preserve,Glacial deposit over dolomite bedrock,Other : clay silt,200 plants sampled,1500,1.75,P,,,,2,,,,,1,,WEB,3,black,27-Mar-20,ECHINACEA,pallida,2019,
Leersia virginica,POACEAE,LEVI2,16-Sep-19,CBG-10474,10474,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Lake,McDonald Woods,,Near old fence line between previousCBG and FPDCC boundary.,"42°9' 4.14"" N","87°47' 4.632"" W",42.15115,-87.78462,GPS,WGS84,204,M,Chicago Botanic Garden,Quercus rubra:Viburnum lentago:Solidago gigantea:Agrimonia gryposepala:Toxicodendron radicans:Ostrya virginiana:Carya ovata:Polygonum virginianum:Solidago altissima:Glyceria striata:Fraxinus pennsylvanica:Ribes americanum:Rubus occidentalis:Impatiens capensis:Cinna arundinacea:Rosa setigera:Symphyotrichum lateriflorum:Ulmus americana,,plain,,,woodland,forest preserve,moraine,Clay,plants sampled,,,,,,D. Sollenberger - CBG,2,,,,,1,,WEB,,brown,27-Mar-20,LEERSIA,virginica,2019,
Bulbostylis capillaris,CYPERACEAE,BUCA2,18-Sep-19,CBG-10475,10475,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,Main preserve near burned tire barren.,"41°4' 29.424"" N","87°35' 46.4634"" W",41.07484,-87.59623,GPS,WGS84,201,M,Marianne Hahn,Schizachyrium scoparium:Hieracium gronovii:Viola sagittata:Chamaecrista fasciculata:Sorghastrum nutans:Symphyotrichum dumosum:Solidago nemoralis:Hypericum gentianoides:Dichanthelium sp.:Quercus velutina:Eupatorium serotinum:Lechea tenuifolia:Euthamia graminifolia,Burned,hill,,,sand savanna,Land and water reserve,Glacial outwash,Sand,63 plants sampled,90,0.1,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,0.5,tan,31-Mar-20,BULBOSTYLIS,capillaris,2019,
Bulbostylis capillaris,CYPERACEAE,BUCA2,18-Sep-19,CBG-10476,10476,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,North tree line of main prairie.,"41°4' 32.2674"" N","87°35' 49.596V"" W",41.07562,.,GPS,WGS84,204,M,Marianne Hahn,Viola sagittata:Dichanthelium sp.:Cassia fasciculata:Chamaecrista fasciculata:Rhus copallina var. latifolia:Hypericum gentianoides:Polygala sanguinea:Schizachyrium scoparium:Quercus velutina:Solidago nemoralis:Euthamia graminifolia:Carex sp.:Lechea tenuifolia:Hieracium gronovii,Burned,plain,,,sand savanna,Land and water reserve,glacial outwash,Sand,76 plants sampled,200,0.1,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,0.5,tan,31-Mar-20,BULBOSTYLIS,capillaris,2019,
Juncus greenei,JUNCACEAE,JUGR,18-Sep-19,CBG-10477,10477,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 31.8714"" N","87°35' 52.224R"" W",41.07551,.,,WGS84,205,M,Marianne Hahn,Rubus sp.:Carex sp.:Sorghastrum nutans:Symphyotrichum oolentangiense:Euthamia gymnospermoides:Hieracium gronovii:Lespedeza capitata:Schizachyrium scoparium:Chamaecrista fasciculata:Desmodium sp.:Viola sagittata:Lechea pulchella,Burned,plain,,,sand savanna,land and water reserve,glacial outwash,Sand,183 plants sampled,500,25,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,1.5,tan,31-Mar-20,JUNCUS,greenei,2019,
Hieracium gronovii,ASTERACEAE,HIGR3,18-Sep-19,CBG-10478,10478,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,Scattered throughout main preserve area.,"41°4' 29.424"" N","89°35' 46.4634"" W",41.07484,-89.59623,GPS,WGS84,201,M,Marianne Hahn,Schizachyrium scoparium:Bulbostylis capillaris:Viola sagittata:Chamaecrista fasciculata:Solidago nemoralis:Hypericum gentianoides:Dichanthelium sp.:Quercus velutina:Eupatorium serotinum:Lechea tenuifolia:Euthamia graminifolia:Helianthemum bicknellii,Burned,plain,,,sand savanna,land and water reserve,glacial outwash,Sand,111 plants sampled,800,20,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2.5,tan,31-Mar-20,HIERACIUM,gronovii,2019,
Helianthemum bicknellii,CISTACEAE,HEBI2,18-Sep-19,CBG-10479,10479,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 29.424"" N","87°35' 46.4634"" W",41.07484,-87.59623,GPS,WGS84,201,M,Marianne Hahn,Schizachyrium scoparium:Viola sagittata:Cassia fasciculata:Sorghastrum nutans:Symphyotrichum dumosum:Solidago nemoralis:Hieracium gronovii:Lechea tenuifolia:Euthamia graminifolia,Burned,plain,,,sand savanna,Land and water reserve,glacial outwash,Sand,102 plants sampled,400,1,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,1,tan,31-Mar-20,HELIANTHEMUM,bicknellii,2019,
Lythrum alatum,LYTHRACEAE,LYAL4,18-Sep-19,CBG-10480,10480,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Mettawa Manor,,Open wet area.,"41°13' 52.968"" N","87°54' 43.5954"" W",41.23138,-87.9121,GPS,WGS84,210,M,Bill Kurtis,Cornus obliqua:Pycnanthemum virginianum:Symphyotrichum praealtum:Gentiana andrewsii:Juncus dudleyi:Helianthus grosseserratus:Oxypolis rigidior:Silphium terebinthinaceum:Rosa setigera:Euthamia graminifolia:Coreopsis tripteris:Liatris spicata:Lycopus americanus:Rhamnus cathartica:Penstemon digitalis:Carex sp.:Carex sp.:Fragaria virginiana:Scirpus pendulus,Burned,plain,,,wet prairie,private estate,till plain,Clay,73 plants sampled,90,1,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2,dark brown,31-Mar-20,LYTHRUM,alatum,2019,
Liatris spicata,ASTERACEAE,LISP,30-Sep-19,CBG-10484,10484,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Mettawa Manor,,Prairie in front of manor house.,"42°14' 5.4234"" N","87°54' 59.6514"" W",42.23483,-87.91656,GPS,WGS84,205,M,Bill Kurtis,Solidago nemoralis:Symphyotrichum ericoides:Symphyotrichum novae-angliae:Rosa setigera:Juncus dudleyi:Carex sp.:Cornus racemosa:Fragaria virginiana:Fraxinus pennsylvanica:Juncus tenuis:Acer ginnala:Dichanthelium sp.:Oligoneuron rigidum:Coreopsis tripteris:Ulmus americana:Pycnanthemum virginianum:Euthamia graminifolia:Sorghastrum nutans:Rudbeckia hirta:Solidago altissima:Gentiana andrewsii,Burned,plain,,,prairie,private estate,moraine,Clay,290 plants sampled,1500,10,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,3,dark gray,31-Mar-20,LIATRIS,spicata,2019,
Lycopus uniflorus,LAMIACEAE,LYUN,1-Oct-19,CBG-10485,10485,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 24.024"" N","87°35' 54.492"" W",41.07334,-87.59847,GPS,WGS84,200,M,Marianne Hahn,Bidens aristosa:Eupatorium serotinum:Symphyotrichum dumosum:Ambrosia artemisiifolia var. elatior:Setaria sp.:Juncus tenuis:Chamaecrista fasciculata:Spiraea tomentosa:Scirpus cyperinus:Euthamia gymnospermoides:Solidago altissima:Persicaria pensylvanica,,plain,,,wet sand prairie,Land and water reserve.,glacial outwash,Sand,95 plants sampled,2000,3,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,1,black,31-Mar-20,LYCOPUS,uniflorus,2019,
Panicum rigidulum,POACEAE,PARI4,1-Oct-19,CBG-10486,10486,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 23.6172"" N","87°35' 56.904S"" W",41.07322,.,GPS,WGS84,203,M,Marianne Hahn,Solanum carolinense:Persicaria pensylvanica:Onoclea sensibilis:Scirpus cyperinus:Eupatorium serotinum:Lycopus americanus:Ludwigia alternifolia:Symphyotrichum dumosum:Apocynum cannabinum,Burned,plain,,,sand savanna,Land and water reserve.,glacial outwash,Sand,135 plants sampled,250,3,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2.5,black,31-Mar-20,PANICUM,rigidulum,2019,
Ludwigia alternifolia,ONAGRACEAE,LUAL2,1-Oct-19,CBG-10487,10487,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 23.772"" N","87°35' 56.904"" W",41.07327,-87.59914,GPS,WGS84,203,M,Marianne Hahn,Panicum rigidulum:Solanum carolinense:Persicaria pensylvanica:Onoclea sensibilis:Scirpus cyperinus:Eupatorium serotinum:Lycopus americanus:Symphyotrichum dumosum:Apocynum cannabinum,Burned,plain,,,sand savanna,Land and water reserve,glacial outwash,Sand,80 plants sampled,100,3,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2.5,black,1-Apr-20,LUDWIGIA,alternifolia,2019,
Hypericum adpressum,CLUSIACEAE,HYAD,1-Oct-19,CBG-10488,10488,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,,"41°4' 24.348"" N","87°35' 53.7714"" W",41.07343,-87.59826,GPS,WGS84,205,M,Marianne Hahn,Bidens aristosa:Spiraea tomentosa:Stachys hispida:Euthamia gymnospermoides:Eupatorium serotinum:Onoclea sensibilis:Scleria triglomerata:Viola lanceolata:Chamaecrista fasciculata:Apocynum cannabinum,Burned,plain,,,sand savanna,Land and water reserve,glacial outwash,Sand,119 plants sampled,300,1,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,1,black,1-Apr-20,HYPERICUM,adpressum,2019,
